Port Name,Administrative Approach Rank,"Total
Points",Economy Label,Statistic Approach Rank,IndeX Value,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
SHANGHAI,316,-51.827,China,316,-22.52,2018S01,S1   2018,2018,S,Semi-annual,156,8,Liquefied natural gas carriers,1.26,,9,,102691,,168189,,83873,,154940,,,,,
KHALIFA PORT,5,182.649,Abu Dhabi,5,81.052,,,,,,,,,,,,,,,,,,,,,,,,
TANGER-MEDITERRANEAN,6,178.096,Morocco,6,80.411,,,,,,,,,,,,,,,,,,,,,,,,
AGADIR,261,-8.711,Morocco,261,-3.719,,,,,,,,,,,,,,,,,,,,,,,,
CASABLANCA,262,-9.239,Morocco,262,-4.073,,,,,,,,,,,,,,,,,,,,,,,,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
YOKOHAMA,10,159.234,Japan,10,70.323,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
OSAKA,36,100.987,Japan,36,42.53,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
KOBE,40,99.002,Japan,40,39.737,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
SHIMIZU,41,96.454,Japan,41,37.582,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
NAGOYA,53,81.608,Japan,53,31.82,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
TOKYO,56,74.453,Japan,56,29.427,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
YOKKAICHI,91,46.268,Japan,91,19.297,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
NAHA,120,31.94,Japan,120,11.448,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
OMAEZAKI,127,26.855,Japan,127,10.42,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
HAKATA,128,26.746,Japan,128,10.158,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
MOJI,132,24.923,Japan,132,9.46,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
KAWASAKI,211,4.222,Japan,211,1.682,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,0,All ships,0.41,,14,,11379,,217617,,14885,,402347,,1631,,20388,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,1,Passenger ships,,,15,,6201,,168666,,,,,,,,,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,2,Liquid bulk carriers,0.31,,12,,7483,,166093,,12672,,318473,,,,,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,3,Container ships,0.35,,12,,17127,,217617,,,,,,1631,,20388,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,4,Dry breakbulk carriers,1.15,,14,,6562,,49720,,8768,,138743,,,,,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,5,Dry bulk carriers,0.93,,14,,17878,,201384,,31466,,402347,,,,,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,6,Roll-on/ roll-off ships,,,12,,18960,,77000,,7844,,43878,,,,,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,7,Liquefied petroleum gas carriers,0.31,,16,,6086,,48772,,6670,,58899,,,,,
TOMAKOMAI,239,-1.381,Japan,239,-0.481,2018S01,S1   2018,2018,S,Semi-annual,392,8,Liquefied natural gas carriers,0.99,,13,,73412,,163922,,53018,,130171,,,,,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
ALGECIRAS,11,155.851,Spain,11,67.529,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
BARCELONA,22,119.332,Spain,22,54.09,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,6,Roll-on/ roll-off ships,,,16,,22470,,77000,,8391,,48988,,,,,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,7,Liquefied petroleum gas carriers,0.95,,11,,7219,,48456,,8297,,58690,,,,,
SANTA CRUZ DE TENERIFE,71,58.835,Spain,71,22.441,2018S01,S1   2018,2018,S,Semi-annual,724,8,Liquefied natural gas carriers,1.04,,10,,92008,,136739,,72911,,107153,,,,,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,0,All ships,0.85,,16,,15885,,228081,,14110,,209096,,3256,,20776,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,1,Passenger ships,,,19,,13579,,228081,,,,,,,,,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,2,Liquid bulk carriers,0.84,,11,,11000,,88393,,18132,,167294,,,,,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,3,Container ships,0.66,,13,,35658,,217673,,,,,,3256,,20776,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,4,Dry breakbulk carriers,1.14,,15,,5161,,51065,,7226,,81279,,,,,
ALTAMIRA,85,50.07,Spain,85,20.014,2018S01,S1   2018,2018,S,Semi-annual,724,5,Dry bulk carriers,2.25,,14,,25581,,107666,,44915,,209096,,,,,
