,Period Label,Year,Location,Vessel Type,Median time in port (days),Average age of vessels,Average size (GT) of vessels,Maximum size (GT) of vessels,Average cargo carrying capacity (dwt) per vessel,Maximum cargo carrying capacity (dwt) of vessels,Average container carrying capacity (TEU) per container ship,Maximum container carrying capacity (TEU) of container ships
834,S1-2020,2020,Netherlands,Liquid bulk carriers,0.5472,16,9914,166308,18084.0,320926.0,,
835,S1-2020,2020,Netherlands,Container ships,0.7917,14,32410,235500,,,2997.0,23964.0
836,S1-2020,2020,Netherlands,Dry breakbulk carriers,0.4,19,3830,71543,5200.0,88272.0,,
837,S1-2020,2020,Netherlands,Dry bulk carriers,0.2111,11,34763,118305,61408.0,233584.0,,
838,S1-2020,2020,Netherlands,Roll-on/ roll-off ships,,22,16876,76420,6704.0,32246.0,,
839,S1-2020,2020,Netherlands,Liquefied petroleum gas carriers,0.9757,12,7553,48542,8530.0,55209.0,,
840,S1-2020,2020,Netherlands,Liquefied natural gas carriers,1.0326,5,71706,139050,55103.0,109661.0,,
841,S1-2020,2020,Norway,All ships,0.4028,15,4023,165680,7354.0,320392.0,839.0,1730.0
842,S1-2020,2020,Norway,Passenger ships,,14,3837,76152,,,,
843,S1-2020,2020,Norway,Liquid bulk carriers,0.6035,15,13187,165680,21566.0,320392.0,,
844,S1-2020,2020,Norway,Container ships,0.3295,16,8836,16802,,,839.0,1730.0
845,S1-2020,2020,Norway,Dry breakbulk carriers,0.3042,23,2771,39258,3277.0,61860.0,,
846,S1-2020,2020,Norway,Dry bulk carriers,0.8472,15,17279,109716,29272.0,211081.0,,
847,S1-2020,2020,Norway,Roll-on/ roll-off ships,,18,10317,67378,6252.0,28388.0,,
848,S1-2020,2020,Norway,Liquefied petroleum gas carriers,0.7705,11,11114,48060,12364.0,55209.0,,
849,S1-2020,2020,Norway,Liquefied natural gas carriers,0.2576,14,19219,121597,13676.0,95743.0,,
850,S1-2020,2020,Russian Federation,All ships,1.4424,25,12096,164796,17904.0,317502.0,1516.0,9400.0
851,S1-2020,2020,Russian Federation,Passenger ships,,36,8247,12288,,,,
852,S1-2020,2020,Russian Federation,Liquid bulk carriers,1.1437,23,14062,164796,23851.0,317502.0,,
853,S1-2020,2020,Russian Federation,Container ships,1.3253,18,16717,95256,,,1516.0,9400.0
854,S1-2020,2020,Russian Federation,Dry breakbulk carriers,1.7493,31,4036,43528,5138.0,62053.0,,
855,S1-2020,2020,Russian Federation,Dry bulk carriers,2.4722,13,28189,95309,49351.0,182618.0,,
856,S1-2020,2020,Russian Federation,Roll-on/ roll-off ships,,31,10917,43810,5739.0,22910.0,,
857,S1-2020,2020,Russian Federation,Liquefied petroleum gas carriers,1.3903,11,9461,27725,11016.0,41158.0,,
858,S1-2020,2020,Russian Federation,Liquefied natural gas carriers,1.0688,8,102837,133948,75224.0,97000.0,,
859,S1-2020,2020,Spain,All ships,0.9021,17,16447,232618,14031.0,208000.0,3257.0,23756.0
860,S1-2020,2020,Spain,Passenger ships,,19,13475,220000,,,,
861,S1-2020,2020,Spain,Liquid bulk carriers,0.9007,12,10418,87146,16963.0,166300.0,,
862,S1-2020,2020,Spain,Container ships,0.6632,15,35800,232618,,,3257.0,23756.0
863,S1-2020,2020,Spain,Dry breakbulk carriers,1.2389,16,5262,71543,7285.0,62980.0,,
864,S1-2020,2020,Spain,Dry bulk carriers,1.8323,17,21521,107737,36923.0,208000.0,,
865,S1-2020,2020,Spain,Roll-on/ roll-off ships,,17,22643,76420,8174.0,45200.0,,
866,S1-2020,2020,Spain,Liquefied petroleum gas carriers,1.0097,14,9308,48502,10977.0,58610.0,,
867,S1-2020,2020,Spain,Liquefied natural gas carriers,1.0375,9,95855,136980,76071.0,156000.0,,
868,S1-2020,2020,Sweden,All ships,0.8087,22,15352,214286,9067.0,307284.0,1550.0,19630.0
869,S1-2020,2020,Sweden,Passenger ships,,24,18612,58377,,,,
870,S1-2020,2020,Sweden,Liquid bulk carriers,0.6983,14,8963,159911,13799.0,307284.0,,
871,S1-2020,2020,Sweden,Container ships,0.6361,15,16616,214286,,,1550.0,19630.0
872,S1-2020,2020,Sweden,Dry breakbulk carriers,1.0552,21,3766,43788,5275.0,55807.0,,
873,S1-2020,2020,Sweden,Dry bulk carriers,0.4979,29,7279,44043,10680.0,82654.0,,
874,S1-2020,2020,Sweden,Roll-on/ roll-off ships,,20,27029,75283,10236.0,31143.0,,
875,S1-2020,2020,Sweden,Liquefied petroleum gas carriers,0.849,14,7823,48655,8567.0,54655.0,,
876,S1-2020,2020,Türkiye,All ships,1.1858,25,6122,194308,16083.0,303994.0,3070.0,19462.0
877,S1-2020,2020,Türkiye,Passenger ships,,26,1610,54310,,,,
878,S1-2020,2020,Türkiye,Liquid bulk carriers,1.1976,14,17594,159872,30362.0,303994.0,,
879,S1-2020,2020,Türkiye,Container ships,0.6056,17,33838,194308,,,3070.0,19462.0
880,S1-2020,2020,Türkiye,Dry breakbulk carriers,1.5215,28,4127,43528,5793.0,62051.0,,
881,S1-2020,2020,Türkiye,Dry bulk carriers,3.8139,15,25579,95276,44189.0,183049.0,,
882,S1-2020,2020,Türkiye,Roll-on/ roll-off ships,,25,21251,76420,8092.0,45200.0,,
883,S1-2020,2020,Türkiye,Liquefied petroleum gas carriers,1.2319,16,19028,49394,21692.0,55047.0,,
884,S1-2020,2020,Türkiye,Liquefied natural gas carriers,1.2951,11,113016,137535,92401.0,122079.0,,
885,S1-2020,2020,United States of America,All ships,1.4625,24,16172,232618,47874.0,323183.0,5237.0,22000.0
886,S1-2020,2020,United States of America,Passenger ships,,28,6944,228081,,,,
887,S1-2020,2020,United States of America,Liquid bulk carriers,1.6444,11,35206,170618,60894.0,323183.0,,
888,S1-2020,2020,United States of America,Container ships,1.0132,14,58188,232618,,,5237.0,22000.0
889,S1-2020,2020,United States of America,Dry breakbulk carriers,1.9313,18,12981,91649,18034.0,101496.0,,
890,S1-2020,2020,United States of America,Dry bulk carriers,2.1361,17,29196,109824,51120.0,211081.0,,
891,S1-2020,2020,United States of America,Roll-on/ roll-off ships,,13,59500,100430,22578.0,55828.0,,
892,S1-2020,2020,United States of America,Liquefied petroleum gas carriers,1.9736,9,31372,59226,35840.0,59138.0,,
893,S1-2020,2020,United States of America,Liquefied natural gas carriers,1.2222,6,104630,149367,83373.0,156000.0,,
894,S1-2020,2020,United Kingdom,All ships,1.1014,17,15309,235500,12920.0,321300.0,3359.0,23964.0
895,S1-2020,2020,United Kingdom,Passenger ships,,17,13982,220000,,,,
896,S1-2020,2020,United Kingdom,Liquid bulk carriers,1.0521,14,12857,164364,21568.0,321300.0,,
897,S1-2020,2020,United Kingdom,Container ships,0.7083,15,36628,235500,,,3359.0,23964.0
898,S1-2020,2020,United Kingdom,Dry breakbulk carriers,1.5222,19,3339,71543,4595.0,55973.0,,
899,S1-2020,2020,United Kingdom,Dry bulk carriers,2.5,12,28023,95047,48378.0,181305.0,,
900,S1-2020,2020,United Kingdom,Roll-on/ roll-off ships,,14,23979,100430,9788.0,55828.0,,
901,S1-2020,2020,United Kingdom,Liquefied petroleum gas carriers,1.0698,12,7081,47342,7500.0,54561.0,,
902,S1-2020,2020,United Kingdom,Liquefied natural gas carriers,1.3566,8,115061,168189,93633.0,154940.0,,
903,S2-2020,2020,World,All ships,1.0021,18,14242,237200,24800.0,404389.0,3575.0,23964.0
904,S2-2020,2020,World,Passenger ships,,20,6971,228081,,,,
905,S2-2020,2020,World,Liquid bulk carriers,0.966,14,15581,170618,27016.0,323183.0,,
906,S2-2020,2020,World,Container ships,0.7257,13,38614,237200,,,3575.0,23964.0
907,S2-2020,2020,World,Dry breakbulk carriers,1.1278,21,5411,91784,7370.0,116173.0,,
908,S2-2020,2020,World,Dry bulk carriers,2.0465,14,32028,204014,57225.0,404389.0,,
909,S2-2020,2020,World,Roll-on/ roll-off ships,,17,25670,100430,10338.0,55828.0,,
910,S2-2020,2020,World,Liquefied petroleum gas carriers,1.0444,14,10806,59229,12118.0,64220.0,,
911,S2-2020,2020,World,Liquefied natural gas carriers,1.1281,11,93946,168189,73163.0,155159.0,,
912,S2-2020,2020,Australia,All ships,1.5229,20,26294,152457,81407.0,299688.0,4904.0,9572.0
913,S2-2020,2020,Australia,Passenger ships,,30,2147,29338,,,,
914,S2-2020,2020,Australia,Liquid bulk carriers,1.2965,8,23220,85030,39381.0,159021.0,,
915,S2-2020,2020,Australia,Container ships,1.5545,13,54260,109712,,,4904.0,9572.0
916,S2-2020,2020,Australia,Dry breakbulk carriers,1.8535,11,18710,91649,27419.0,101496.0,,
917,S2-2020,2020,Australia,Dry bulk carriers,1.6028,10,59500,152457,111350.0,299688.0,,
918,S2-2020,2020,Australia,Roll-on/ roll-off ships,,12,38900,76420,14812.0,43878.0,,
919,S2-2020,2020,Australia,Liquefied petroleum gas carriers,0.8938,9,13423,51035,15218.0,58591.0,,
920,S2-2020,2020,Australia,Liquefied natural gas carriers,1.2038,9,112262,144978,85355.0,97730.0,,
921,S2-2020,2020,Canada,All ships,0.625,26,11019,172000,34074.0,317713.0,5309.0,15128.0
922,S2-2020,2020,Canada,Passenger ships,,29,6174,30285,,,,
923,S2-2020,2020,Canada,Liquid bulk carriers,1.0806,11,23487,160882,39126.0,317713.0,,
924,S2-2020,2020,Canada,Container ships,1.8628,13,59250,172000,,,5309.0,15128.0
925,S2-2020,2020,Canada,Dry breakbulk carriers,0.4313,12,11097,49091,15401.0,63581.0,,
926,S2-2020,2020,Canada,Dry bulk carriers,0.2792,23,26662,109731,45192.0,210000.0,,
927,S2-2020,2020,Canada,Roll-on/ roll-off ships,,19,10982,100430,6159.0,55828.0,,
928,S2-2020,2020,Canada,Liquefied petroleum gas carriers,1.5288,12,42200,51035,50392.0,58591.0,,
929,S2-2020,2020,China,All ships,1.0958,13,32371,237200,46177.0,404389.0,4611.0,23964.0
930,S2-2020,2020,China,Passenger ships,,13,16135,169379,,,,
931,S2-2020,2020,China,Liquid bulk carriers,1.1646,11,21058,170618,36953.0,323183.0,,
932,S2-2020,2020,China,Container ships,0.6479,12,49176,237200,,,4611.0,23964.0
933,S2-2020,2020,China,Dry breakbulk carriers,1.2924,16,10187,91784,14433.0,116173.0,,
934,S2-2020,2020,China,Dry bulk carriers,2.0146,13,40533,204014,73659.0,404389.0,,
935,S2-2020,2020,China,Roll-on/ roll-off ships,,13,35035,76420,11561.0,43878.0,,
936,S2-2020,2020,China,Liquefied petroleum gas carriers,1.0368,13,9364,59229,10242.0,64220.0,,
937,S2-2020,2020,China,Liquefied natural gas carriers,1.2007,9,96938,168189,77220.0,154940.0,,
938,S2-2020,2020,Croatia,All ships,1.1118,15,3463,153744,16472.0,177657.0,3355.0,15226.0
939,S2-2020,2020,Croatia,Passenger ships,,15,3081,69472,,,,
940,S2-2020,2020,Croatia,Liquid bulk carriers,0.8951,14,17317,84850,30212.0,164733.0,,
941,S2-2020,2020,Croatia,Container ships,0.5719,14,35287,153744,,,3355.0,15226.0
942,S2-2020,2020,Croatia,Dry breakbulk carriers,2.3253,22,4936,30983,6673.0,54204.0,,
943,S2-2020,2020,Croatia,Dry bulk carriers,2.5951,34,8338,91775,13808.0,177657.0,,
944,S2-2020,2020,Denmark,All ships,0.7601,19,9593,214286,7517.0,159314.0,1763.0,19630.0
945,S2-2020,2020,Denmark,Passenger ships,,19,9884,168800,,,,
946,S2-2020,2020,Denmark,Liquid bulk carriers,0.6837,16,8168,90000,12868.0,159314.0,,
947,S2-2020,2020,Denmark,Container ships,0.4483,14,19649,214286,,,1763.0,19630.0
948,S2-2020,2020,Denmark,Dry breakbulk carriers,0.9118,24,3017,40169,4076.0,48821.0,,
949,S2-2020,2020,Denmark,Dry bulk carriers,0.8618,11,8983,49973,14551.0,92598.0,,
950,S2-2020,2020,Denmark,Roll-on/ roll-off ships,,19,21721,60500,12069.0,24485.0,,
951,S2-2020,2020,Denmark,Liquefied petroleum gas carriers,1.059,12,4178,9835,4764.0,12008.0,,
952,S2-2020,2020,France,All ships,1.1035,16,20900,236583,15896.0,317794.0,5157.0,23000.0
953,S2-2020,2020,France,Passenger ships,,18,21080,183900,,,,
954,S2-2020,2020,France,Liquid bulk carriers,1.0194,13,11352,160882,18769.0,317794.0,,
955,S2-2020,2020,France,Container ships,0.7615,13,57442,236583,,,5157.0,23000.0
956,S2-2020,2020,France,Dry breakbulk carriers,1.5778,17,4634,41580,6364.0,62045.0,,
957,S2-2020,2020,France,Dry bulk carriers,2.7743,13,23590,94544,41470.0,182913.0,,
958,S2-2020,2020,France,Roll-on/ roll-off ships,,15,30804,76420,12172.0,48988.0,,
959,S2-2020,2020,France,Liquefied petroleum gas carriers,1.1583,11,9584,48060,10733.0,54592.0,,
960,S2-2020,2020,France,Liquefied natural gas carriers,1.167,9,101818,163922,80128.0,130298.0,,
961,S2-2020,2020,Germany,All ships,0.7958,19,13227,236583,8822.0,319000.0,4429.0,23964.0
962,S2-2020,2020,Germany,Passenger ships,,20,11060,111554,,,,
963,S2-2020,2020,Germany,Liquid bulk carriers,0.5049,18,4713,160874,7705.0,319000.0,,
964,S2-2020,2020,Germany,Container ships,1.0,13,49059,236583,,,4429.0,23964.0
965,S2-2020,2020,Germany,Dry breakbulk carriers,0.9069,21,3536,44866,4675.0,72400.0,,
966,S2-2020,2020,Germany,Dry bulk carriers,2.2295,12,28942,109716,50301.0,209240.0,,
967,S2-2020,2020,Germany,Roll-on/ roll-off ships,,17,29254,100430,11668.0,55828.0,,
968,S2-2020,2020,Germany,Liquefied petroleum gas carriers,0.8528,13,5603,48963,6097.0,54656.0,,
969,S2-2020,2020,Greece,All ships,0.7997,22,7909,215553,7544.0,166300.0,4073.0,21413.0
970,S2-2020,2020,Greece,Passenger ships,,21,7100,168666,,,,
971,S2-2020,2020,Greece,Liquid bulk carriers,0.6007,21,5651,87146,8979.0,166300.0,,
972,S2-2020,2020,Greece,Container ships,0.9729,15,43799,215553,,,4073.0,21413.0
973,S2-2020,2020,Greece,Dry breakbulk carriers,1.0951,33,2745,66870,3816.0,71955.0,,
974,S2-2020,2020,Greece,Dry bulk carriers,0.4455,26,6007,44180,10038.0,83002.0,,
975,S2-2020,2020,Greece,Roll-on/ roll-off ships,,31,16392,76420,6967.0,48988.0,,
976,S2-2020,2020,Greece,Liquefied petroleum gas carriers,1.0007,24,4925,16808,5839.0,18955.0,,
977,S2-2020,2020,Greece,Liquefied natural gas carriers,1.2955,10,107042,137535,83719.0,121730.0,,
978,S2-2020,2020,Indonesia,All ships,1.2174,20,7510,157098,15917.0,300542.0,1486.0,6921.0
979,S2-2020,2020,Indonesia,Passenger ships,,21,4842,20563,,,,
980,S2-2020,2020,Indonesia,Liquid bulk carriers,1.241,15,8141,157098,12627.0,300542.0,,
981,S2-2020,2020,Indonesia,Container ships,0.9958,14,15090,75579,,,1486.0,6921.0
982,S2-2020,2020,Indonesia,Dry breakbulk carriers,1.0896,20,5056,49854,6594.0,65035.0,,
983,S2-2020,2020,Indonesia,Dry bulk carriers,2.9785,17,24600,108051,43036.0,209951.0,,
984,S2-2020,2020,Indonesia,Roll-on/ roll-off ships,,33,8554,76387,3935.0,21021.0,,
985,S2-2020,2020,Indonesia,Liquefied petroleum gas carriers,1.1049,19,9832,49394,10827.0,58899.0,,
986,S2-2020,2020,Indonesia,Liquefied natural gas carriers,1.4076,18,82744,133948,65485.0,94494.0,,
987,S2-2020,2020,Italy,All ships,1.3101,27,9333,232618,17621.0,181403.0,3742.0,23756.0
988,S2-2020,2020,Italy,Passenger ships,,29,6655,183900,,,,
989,S2-2020,2020,Italy,Liquid bulk carriers,1.2729,18,15657,86952,26391.0,166467.0,,
990,S2-2020,2020,Italy,Container ships,0.9264,16,41266,232618,,,3742.0,23756.0
991,S2-2020,2020,Italy,Dry breakbulk carriers,2.0264,19,6097,66870,8434.0,71955.0,,
992,S2-2020,2020,Italy,Dry bulk carriers,3.4809,16,20964,93010,35826.0,181403.0,,
993,S2-2020,2020,Italy,Roll-on/ roll-off ships,,13,30551,76420,12217.0,45200.0,,
994,S2-2020,2020,Italy,Liquefied petroleum gas carriers,1.7056,13,8420,25937,9547.0,29565.0,,
995,S2-2020,2020,Japan,All ships,0.3951,13,10656,192237,14583.0,327017.0,1641.0,18400.0
996,S2-2020,2020,Japan,Passenger ships,,15,4831,50444,,,,
997,S2-2020,2020,Japan,Liquid bulk carriers,0.3118,12,7687,162858,12957.0,318000.0,,
998,S2-2020,2020,Japan,Container ships,0.3389,12,17145,192237,,,1641.0,18400.0
999,S2-2020,2020,Japan,Dry breakbulk carriers,1.0986,14,6704,51065,8951.0,80344.0,,
1000,S2-2020,2020,Japan,Dry bulk carriers,0.8194,13,16788,161294,29143.0,327017.0,,
1001,S2-2020,2020,Japan,Roll-on/ roll-off ships,,11,17348,76420,7539.0,43878.0,,
1002,S2-2020,2020,Japan,Liquefied petroleum gas carriers,0.3319,14,6138,51035,6671.0,58811.0,,
1003,S2-2020,2020,Japan,Liquefied natural gas carriers,1.0354,13,79906,149367,57826.0,122006.0,,
1004,S2-2020,2020,"Korea, Republic of",All ships,0.8722,14,21580,237200,23195.0,327017.0,3111.0,23964.0
1005,S2-2020,2020,"Korea, Republic of",Passenger ships,,15,16130,169379,,,,
1006,S2-2020,2020,"Korea, Republic of",Liquid bulk carriers,0.7792,12,14651,167168,25388.0,322829.0,,
1007,S2-2020,2020,"Korea, Republic of",Container ships,0.6667,13,33452,237200,,,3111.0,23964.0
1008,S2-2020,2020,"Korea, Republic of",Dry breakbulk carriers,1.1958,17,5204,49192,7397.0,81279.0,,
1009,S2-2020,2020,"Korea, Republic of",Dry bulk carriers,2.0135,14,29409,172521,53020.0,327017.0,,
1010,S2-2020,2020,"Korea, Republic of",Roll-on/ roll-off ships,,17,30681,76420,12335.0,43878.0,,
1011,S2-2020,2020,"Korea, Republic of",Liquefied petroleum gas carriers,0.841,17,7601,55000,8388.0,60000.0,,
1012,S2-2020,2020,"Korea, Republic of",Liquefied natural gas carriers,1.0344,10,98647,168189,77872.0,155159.0,,
1013,S2-2020,2020,Netherlands,All ships,0.5701,17,12411,236583,12981.0,321300.0,2888.0,23964.0
1014,S2-2020,2020,Netherlands,Passenger ships,,15,14140,150695,,,,
1015,S2-2020,2020,Netherlands,Liquid bulk carriers,0.5042,16,8805,167168,16252.0,321300.0,,
1016,S2-2020,2020,Netherlands,Container ships,0.8153,14,31601,236583,,,2888.0,23964.0
1017,S2-2020,2020,Netherlands,Dry breakbulk carriers,0.4097,19,3838,91784,5180.0,116173.0,,
1018,S2-2020,2020,Netherlands,Dry bulk carriers,1.0993,11,34707,150918,61103.0,297541.0,,
1019,S2-2020,2020,Netherlands,Roll-on/ roll-off ships,,22,15331,76420,6062.0,48988.0,,
1020,S2-2020,2020,Netherlands,Liquefied petroleum gas carriers,1.0347,12,6785,48963,7537.0,58811.0,,
1021,S2-2020,2020,Netherlands,Liquefied natural gas carriers,1.0608,6,56833,136685,43778.0,121730.0,,
1022,S2-2020,2020,Norway,All ships,0.4028,14,3881,164364,7071.0,321300.0,856.0,1678.0
1023,S2-2020,2020,Norway,Passenger ships,,13,3716,111554,,,,
1024,S2-2020,2020,Norway,Liquid bulk carriers,0.6083,16,12271,164364,19981.0,321300.0,,
1025,S2-2020,2020,Norway,Container ships,0.3319,15,9097,17189,,,856.0,1678.0
1026,S2-2020,2020,Norway,Dry breakbulk carriers,0.3167,23,2638,37158,3205.0,88272.0,,
1027,S2-2020,2020,Norway,Dry bulk carriers,0.8017,15,17321,109716,29195.0,211153.0,,
1028,S2-2020,2020,Norway,Roll-on/ roll-off ships,,17,10474,72684,6425.0,19922.0,,
1029,S2-2020,2020,Norway,Liquefied petroleum gas carriers,0.7528,11,10355,37366,11535.0,42543.0,,
1030,S2-2020,2020,Norway,Liquefied natural gas carriers,0.2892,14,11398,121597,8377.0,89452.0,,
1031,S2-2020,2020,Russian Federation,All ships,1.2806,27,10302,136716,14759.0,182060.0,1504.0,7100.0
1032,S2-2020,2020,Russian Federation,Passenger ships,,37,8084,37583,,,,
1033,S2-2020,2020,Russian Federation,Liquid bulk carriers,0.9681,24,11081,87146,18459.0,166300.0,,
1034,S2-2020,2020,Russian Federation,Container ships,1.2924,18,16492,85676,,,1504.0,7100.0
1035,S2-2020,2020,Russian Federation,Dry breakbulk carriers,1.4264,33,3959,40250,5018.0,62045.0,,
1036,S2-2020,2020,Russian Federation,Dry bulk carriers,2.3566,15,27087,94742,47430.0,182060.0,,
1037,S2-2020,2020,Russian Federation,Roll-on/ roll-off ships,,33,12918,72408,6306.0,27003.0,,
1038,S2-2020,2020,Russian Federation,Liquefied petroleum gas carriers,1.3125,12,8261,46491,9220.0,50891.0,,
1039,S2-2020,2020,Russian Federation,Liquefied natural gas carriers,1.1437,7,96463,136716,71412.0,97000.0,,
1040,S2-2020,2020,Spain,All ships,0.9021,16,15190,236583,14746.0,205888.0,3258.0,23756.0
1041,S2-2020,2020,Spain,Passenger ships,,18,11069,183900,,,,
1042,S2-2020,2020,Spain,Liquid bulk carriers,0.9118,12,10637,94729,17350.0,164751.0,,
1043,S2-2020,2020,Spain,Container ships,0.6622,14,35676,236583,,,3258.0,23756.0
1044,S2-2020,2020,Spain,Dry breakbulk carriers,1.184,16,5154,66870,7212.0,71955.0,,
1045,S2-2020,2020,Spain,Dry bulk carriers,1.7528,16,22019,106823,37963.0,205888.0,,
1046,S2-2020,2020,Spain,Roll-on/ roll-off ships,,18,26692,76420,10240.0,48988.0,,
1047,S2-2020,2020,Spain,Liquefied petroleum gas carriers,1.0625,12,7313,48963,8376.0,55173.0,,
1048,S2-2020,2020,Spain,Liquefied natural gas carriers,1.0604,9,103847,168189,82409.0,154940.0,,
1049,S2-2020,2020,Sweden,All ships,0.7837,22,15809,214286,8522.0,166467.0,1482.0,19630.0
1050,S2-2020,2020,Sweden,Passenger ships,,24,19515,111554,,,,
1051,S2-2020,2020,Sweden,Liquid bulk carriers,0.658,14,8256,90000,12417.0,166467.0,,
1052,S2-2020,2020,Sweden,Container ships,0.6056,15,16045,214286,,,1482.0,19630.0
1053,S2-2020,2020,Sweden,Dry breakbulk carriers,1.0458,21,3783,37499,5317.0,55596.0,,
1054,S2-2020,2020,Sweden,Dry bulk carriers,0.4743,27,7628,45500,11682.0,85439.0,,
1055,S2-2020,2020,Sweden,Roll-on/ roll-off ships,,21,25754,75283,9890.0,39516.0,,
1056,S2-2020,2020,Sweden,Liquefied petroleum gas carriers,0.8167,15,6608,48827,7136.0,54656.0,,
1057,S2-2020,2020,Sweden,Liquefied natural gas carriers,0.8219,6,12575,22887,9610.0,20918.0,,
1058,S2-2020,2020,Türkiye,All ships,1.1965,25,5801,194308,15611.0,320105.0,3002.0,19462.0
1059,S2-2020,2020,Türkiye,Passenger ships,,26,1612,37049,,,,
1060,S2-2020,2020,Türkiye,Liquid bulk carriers,1.2111,14,18374,162018,31466.0,320105.0,,
1061,S2-2020,2020,Türkiye,Container ships,0.6215,16,33067,194308,,,3002.0,19462.0
1062,S2-2020,2020,Türkiye,Dry breakbulk carriers,1.5431,28,4138,43528,5814.0,62924.0,,
1063,S2-2020,2020,Türkiye,Dry bulk carriers,3.9743,15,25123,108237,43330.0,207634.0,,
1064,S2-2020,2020,Türkiye,Roll-on/ roll-off ships,,25,20439,76420,7784.0,45200.0,,
1065,S2-2020,2020,Türkiye,Liquefied petroleum gas carriers,1.4278,15,18536,50676,21243.0,58551.0,,
1066,S2-2020,2020,Türkiye,Liquefied natural gas carriers,1.2729,10,111314,149367,88315.0,121939.0,,
1067,S2-2020,2020,United States of America,All ships,1.4438,25,15199,228741,46430.0,322829.0,5508.0,21237.0
1068,S2-2020,2020,United States of America,Passenger ships,,29,4852,228081,,,,
1069,S2-2020,2020,United States of America,Liquid bulk carriers,1.5872,10,34100,165680,58713.0,322829.0,,
1070,S2-2020,2020,United States of America,Container ships,1.0566,14,61698,228741,,,5508.0,21237.0
1071,S2-2020,2020,United States of America,Dry breakbulk carriers,1.8792,17,13114,66870,18318.0,77021.0,,
1072,S2-2020,2020,United States of America,Dry bulk carriers,1.8399,21,28585,108000,51005.0,208745.0,,
1073,S2-2020,2020,United States of America,Roll-on/ roll-off ships,,13,59585,100430,22288.0,55828.0,,
1074,S2-2020,2020,United States of America,Liquefied petroleum gas carriers,1.9694,9,31263,59229,35670.0,60000.0,,
1075,S2-2020,2020,United States of America,Liquefied natural gas carriers,1.2757,6,101725,149367,80895.0,100000.0,,
1076,S2-2020,2020,United Kingdom,All ships,1.1125,17,14194,236583,11945.0,321300.0,3564.0,23964.0
1077,S2-2020,2020,United Kingdom,Passenger ships,,17,12485,220000,,,,
1078,S2-2020,2020,United Kingdom,Liquid bulk carriers,1.034,14,12117,167054,20224.0,321300.0,,
1079,S2-2020,2020,United Kingdom,Container ships,0.7535,15,38408,236583,,,3564.0,23964.0
1080,S2-2020,2020,United Kingdom,Dry breakbulk carriers,1.5378,18,3297,44657,4587.0,55683.0,,
1081,S2-2020,2020,United Kingdom,Dry bulk carriers,3.0299,13,26467,95086,45415.0,182307.0,,
1082,S2-2020,2020,United Kingdom,Roll-on/ roll-off ships,,14,25454,100430,10134.0,55828.0,,
1083,S2-2020,2020,United Kingdom,Liquefied petroleum gas carriers,1.0535,11,6594,37366,6995.0,42543.0,,
1084,S2-2020,2020,United Kingdom,Liquefied natural gas carriers,1.2507,8,102426,168189,84493.0,155159.0,,
1085,S1-2021,2021,World,All ships,1.041,18,14300,237200,25065.0,404389.0,3459.0,23964.0
1086,S1-2021,2021,World,Passenger ships,,20,6952,228081,,,,
1087,S1-2021,2021,World,Liquid bulk carriers,0.984,15,15692,170618,27220.0,323183.0,,
1088,S1-2021,2021,World,Container ships,0.775,14,37538,237200,,,3459.0,23964.0
1089,S1-2021,2021,World,Dry breakbulk carriers,1.1896,21,5515,91784,7513.0,116173.0,,
1090,S1-2021,2021,World,Dry bulk carriers,2.1299,14,32337,204014,57908.0,404389.0,,
1091,S1-2021,2021,World,Roll-on/ roll-off ships,,17,26375,100430,10529.0,55828.0,,
1092,S1-2021,2021,World,Liquefied petroleum gas carriers,1.0306,15,10629,61000,11902.0,64220.0,,
1093,S1-2021,2021,World,Liquefied natural gas carriers,1.1285,12,95187,168189,74216.0,155159.0,,
1094,S1-2021,2021,Australia,All ships,1.5736,21,25644,152457,82613.0,299688.0,4728.0,9572.0
1095,S1-2021,2021,Australia,Passenger ships,,30,2384,29338,,,,
1096,S1-2021,2021,Australia,Liquid bulk carriers,1.2628,8,23733,84796,40195.0,167295.0,,
1097,S1-2021,2021,Australia,Container ships,1.4583,14,52245,109712,,,4728.0,9572.0
1098,S1-2021,2021,Australia,Dry breakbulk carriers,1.9486,11,18266,91649,27860.0,103652.0,,
1099,S1-2021,2021,Australia,Dry bulk carriers,1.7198,10,59983,152457,112223.0,299688.0,,
1100,S1-2021,2021,Australia,Roll-on/ roll-off ships,,12,43049,76420,15883.0,43878.0,,
1101,S1-2021,2021,Australia,Liquefied petroleum gas carriers,0.9479,11,12411,51035,14088.0,58591.0,,
1102,S1-2021,2021,Australia,Liquefied natural gas carriers,1.2465,10,111949,149367,85987.0,104701.0,,
1103,S1-2021,2021,Canada,All ships,0.9726,28,10698,176546,35957.0,233584.0,5325.0,16020.0
1104,S1-2021,2021,Canada,Passenger ships,,30,6135,30285,,,,
1105,S1-2021,2021,Canada,Liquid bulk carriers,1.1007,12,26133,85762,44055.0,167282.0,,
1106,S1-2021,2021,Canada,Container ships,1.8233,15,58770,176546,,,5325.0,16020.0
1107,S1-2021,2021,Canada,Dry breakbulk carriers,0.8663,13,12587,42515,17803.0,60594.0,,
1108,S1-2021,2021,Canada,Dry bulk carriers,0.5514,22,28525,118305,49487.0,233584.0,,
